case_key,feature,downstream_span,K_apparent,K_local_centerline,branch_orientation_required,straight_loss_subtraction_gate,recirculation_mask_gate,pressure_definition_gate,component_isolation_gate,mesh_gci_gate,failed_gate_count,fit_admission_status,required_analysis,do_not_use_for,source_paths
salt2_mainline,corner_lower_left,lower_leg,8.211480628569191,-33.9229454105,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt2_mainline,corner_lower_right,right_leg,16.503825877025502,-49.8511935701,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt2_mainline,corner_upper_right,upper_leg,15.923062359144723,-63.9000046029,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt2_mainline,corner_upper_left,left_upper_leg,6.245177796682506,-28.6095419427,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt3_mainline,corner_lower_left,lower_leg,8.304110933357741,-23.7297596348,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt3_mainline,corner_lower_right,right_leg,13.810210784371353,-42.4613158707,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt3_mainline,corner_upper_right,upper_leg,14.333759374743044,-53.8893086366,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt3_mainline,corner_upper_left,left_upper_leg,6.224711684075602,-21.3192822486,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt4_mainline,corner_lower_left,lower_leg,8.291311570464572,-16.6407883425,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
salt4_mainline,corner_lower_right,right_leg,10.7252053702797,-35.6268419138,yes,fail,fail,fail,fail,fail,5,blocked_keep_diagnostic,"Use admitted pressure basis, non-recirculating local taps, local straight reference, component-isolated pressure loss, and same-QOI mesh/GCI.",pressure_K_fit;model_tuning;model_selection,work_products/2026-07/2026-07-16/2026-07-16_pressure_map_scientific_review_and_junction_corner_state/corner_pressure_drop_evidence_state.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/component_cluster_k_recomputed_admission_table.csv;work_products/2026-07/2026-07-14/2026-07-14_hydraulic_tap_length_admission_refresh/tap_centerline_length_table.csv;work_products/2026-07/2026-07-16/2026-07-16_pressure_ladder_harvest_admission_table/branch_orientation_straight_loss_recirc_admission.csv;work_products/2026-07/2026-07-17/2026-07-17_external_score_junction_corner_progress/pressure_corner_k_unlock_contract.csv
